,address,latitude,longitude,mrt_shortest_dist,mrt_shortest_dist_name,mall_shortest_dist,mall_shortest_dist_name,school_shortest_dist,school_shortest_dist_name,mrt_count_within_1km,mrt_list_within_1km,mall_count_within_1km,mall_list_within_1km,good_sch_count_within_1km,good_sch_list_within_1km,good_sch_score,distance_to_cbd_km
2458,15 BEACH RD,1.29650534581856,103.855451065621,0.3175540513594956,Esplanade MRT Station,0.1820030048550051,Bugis Cube,0.7543362474391181,Tao Nan School,8,"['Rochor MRT Station', 'Bencoolen MRT Station', 'Bras Basah MRT Station', 'Esplanade MRT Station', 'Jalan Besar MRT Station', 'Bugis MRT Station', 'Promenade MRT Station', 'City Hall MRT Station']",16,"['Bugis Cube', 'Bugis Junction', 'Bugis+', 'Capitol Piazza', 'CityLink Mall', 'Duo', 'Funan', 'Marina Square', 'Millenia Walk', 'Raffles City', 'Sim Lim Square', 'The South Beach', 'Sunshine Plaza', 'Suntec City', 'The Adelphi', 'City Gate']",1,['Tao Nan School'],2,1.0299785696003636
2459,111 WHAMPOA RD,1.32658975917056,103.856187917486,0.9832271363590162,Boon Keng MRT Station,0.925913226221362,HDB Hub,0.5575944607852693,Hong Wen School,1,['Boon Keng MRT Station'],1,['HDB Hub'],1,['Hong Wen School'],1,4.300275225508906
2460,60 GEYLANG BAHRU,1.32282118210161,103.869177870562,0.319808872043175,Geylang Bahru MRT Station,1.0195983541178606,The Poiz,0.4312105341447651,Bendemeer Primary School,2,"['Geylang Bahru MRT Station', 'Boon Keng MRT Station']",0,[],0,[],0,4.314215476109422
2461,112 LOR 3 GEYLANG,1.31210823499254,103.873783661336,0.2754261088466522,Kallang MRT Station,1.0013205722106453,Kallang Wave Mall,1.2734062523640208,Geylang Methodist School (Primary),1,['Kallang MRT Station'],0,[],0,[],0,3.6233307475415715
2462,103 TOWNER RD,1.32064381512285,103.861634081148,0.0907432955082634,Boon Keng MRT Station,1.1653061034838732,City Square Mall,0.44841495585403823,Bendemeer Primary School,2,"['Boon Keng MRT Station', 'Bendemeer MRT Station']",0,[],1,['Hong Wen School'],1,3.7773477008137357
2463,6 BOON KENG RD,1.31708990181432,103.860904808875,0.3400136668845978,Boon Keng MRT Station,0.7900368711377592,City Square Mall,0.6321512723673797,Hong Wen School,3,"['Boon Keng MRT Station', 'Farrer Park MRT Station', 'Bendemeer MRT Station']",3,"['Aperia', 'City Square Mall', 'Mustafa Centre']",1,['Hong Wen School'],1,3.37792888125093
2464,14 UPP BOON KENG RD,1.31505420515826,103.870303668462,0.4122406705255307,Kallang MRT Station,0.8896905524912787,Aperia,0.9641448090454661,Bendemeer Primary School,3,"['Geylang Bahru MRT Station', 'Kallang MRT Station', 'Bendemeer MRT Station']",1,['Aperia'],0,[],0,3.637072652361091
2465,39A BENDEMEER RD,1.3201793852072,103.866365809133,0.4807385838657214,Boon Keng MRT Station,1.1795586155553093,Aperia,0.25117195934508707,Bendemeer Primary School,3,"['Geylang Bahru MRT Station', 'Boon Keng MRT Station', 'Bendemeer MRT Station']",0,[],1,['Hong Wen School'],1,3.9155546601544122
2466,16 JLN TENTERAM,1.32813370856146,103.85955995036,0.9475835487741217,Boon Keng MRT Station,1.1004041073888042,The Poiz,0.7163359300482535,St. Andrew's Junior School,1,['Boon Keng MRT Station'],0,[],2,"['Hong Wen School', ""St. Andrew's Junior School""]",2,4.5264706912501005
2467,56 GEYLANG BAHRU,1.32364514773996,103.868295292623,0.4519980586899813,Geylang Bahru MRT Station,0.9277408236939796,The Poiz,0.3641146397011238,Bendemeer Primary School,3,"['Potong Pasir MRT Station', 'Geylang Bahru MRT Station', 'Boon Keng MRT Station']",1,['The Poiz'],1,"[""St. Andrew's Junior School""]",1,4.353468067894911
2468,4B ST. GEORGE'S LANE,1.32229102470373,103.860174104007,0.3336399021923237,Boon Keng MRT Station,1.2685435139117704,City Square Mall,0.2893248943430964,Hong Wen School,1,['Boon Keng MRT Station'],0,[],1,['Hong Wen School'],1,3.9100498299554145
2469,11 FARRER PK RD,1.31236768241476,103.852109307152,0.3065542686933628,Farrer Park MRT Station,0.43309971252942,Mustafa Centre,0.14945249983845266,Farrer Park Primary School,4,"['Little India MRT Station', 'Rochor MRT Station', 'Jalan Besar MRT Station', 'Farrer Park MRT Station']",3,"['City Square Mall', 'Tekka Centre', 'Mustafa Centre']",1,"[""St. Joseph's Institution Junior""]",1,2.699892529670142
2470,33 MARINE CRES,1.30264896606627,103.912184784558,2.035152524659801,Kembangan MRT Station,0.785535326801704,Parkway Parade,0.44088161575128887,CHIJ (Katong) Primary,0,[],4,"['Katong Square', 'i12 Katong', 'Parkway Parade', 'Roxy Square']",2,"['CHIJ (Katong) Primary', 'Ngee Ann Primary School']",2,6.915704582413119
2471,31 MARINE CRES,1.30370556638513,103.911444787591,1.9238330607866096,Kembangan MRT Station,0.7318525368201636,i12 Katong,0.3096834471824958,CHIJ (Katong) Primary,0,[],4,"['Katong Square', 'i12 Katong', 'Parkway Parade', 'Roxy Square']",2,"['CHIJ (Katong) Primary', 'Ngee Ann Primary School']",2,6.864393473702003
2472,20 MARINE TER,1.30371588728852,103.915067020322,1.929868895918749,Kembangan MRT Station,1.1259661972474075,Parkway Parade,0.3333513524426412,Ngee Ann Primary School,0,[],0,[],2,"['CHIJ (Katong) Primary', 'Ngee Ann Primary School']",2,7.255317142542752
